URLLength,Domain,DomainLength,IsDomainIP,TLD,TLDLength,NoOfSubDomain,HasObfuscation,NoOfLettersInURL,NoOfDegitsInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,URLTitleMatchScore,IsResponsive,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasHiddenFields,Bank,Pay,Crypto,label
30,wxslc2g3.net,28,0,,2,1,0,30,2,0,0,0,1,1,2890,116275,0,100,1,1,0,9,0,0,0,0,1,0,1
33,ppiqplyuxf.net,17,0,,2,2,0,59,0,0,0,0,1,1,2190,23,1,13,1,1,0,0,0,1,0,0,0,0,0
27,ycnl1e2fdypu.xyz,4,0,,2,1,0,7,6,0,0,0,1,1,2183,115537,1,50,1,1,0,0,0,1,0,0,0,0,1
14,f17vrfjp0vn.biz,22,0,,3,0,0,41,8,0,0,0,11,1,2,23,1,100,1,0,0,5,0,0,0,1,1,0,1
14,rtqt42.org,13,0,,3,1,0,9,6,0,0,0,7,1,2,32212,1,17,1,1,0,0,0,1,0,0,0,0,0
43,juhnij.com,21,0,,2,0,0,3,9,1,0,0,1,0,1850,226839,1,11,1,1,0,2,0,1,1,0,0,0,1
14,zgn05g3afp0j.org,22,0,,3,1,0,0,7,0,0,0,1,1,10,23,1,7,1,0,0,5,0,1,1,0,1,0,1
86,738ekmrso6l5xvs.org,34,0,,2,0,0,9,0,0,0,0,6,1,5143,23,1,0,0,1,0,0,0,0,0,0,1,0,0
14,hcd0n0o.org,37,0,,2,0,0,20,4,0,0,0,1,1,3227,101946,1,40,1,1,1,5,0,0,1,0,1,0,1
14,fmf2czw7vi.info,28,0,,2,0,0,82,11,0,0,1,3,0,2,23,1,27,1,0,0,0,0,1,1,0,0,0,0
14,8w3ay1ny.net,19,0,,3,1,0,0,0,0,0,0,1,1,2,23,1,21,1,0,0,0,0,0,0,0,0,0,0
14,xfbmidkd.com,11,0,,3,0,0,0,3,0,0,0,1,0,2,23,1,0,1,1,0,0,0,0,0,0,1,0,1
14,0w0d82ke7hcfx8.biz,23,0,,2,0,0,22,3,0,0,0,6,1,2,23,1,89,1,0,2,10,0,0,1,0,0,0,0
52,eu0fu4.info,60,0,,3,2,0,43,9,1,0,0,1,1,2,23,1,0,1,0,0,0,0,1,1,1,0,0,0
81,j244t2.org,15,0,,2,1,0,0,5,0,0,0,1,0,2093,277804,1,100,1,0,0,5,0,1,0,0,1,0,1
14,8w4r8ph4qahs3.com,9,0,,2,1,0,0,0,0,0,0,3,1,2,297268,1,66,1,1,0,6,0,0,1,0,1,0,1
14,lt9tyr9i1m479v.info,21,0,,3,1,0,5,2,0,0,0,2,1,2,23,1,56,1,0,0,0,0,0,1,0,0,0,1
14,b3x6yeu1c4.org,17,0,,2,0,0,28,19,0,0,0,2,1,1903,23,1,100,1,1,0,2,0,1,0,0,1,0,1
20,14qx3d1dex4lkkk.net,22,0,,2,0,0,51,0,0,0,0,1,1,2,23,1,0,1,0,2,9,0,1,0,0,0,0,1
14,hw2agy1iwvco0sb.com,19,0,,2,1,0,0,13,0,0,0,1,1,2894,111403,0,0,1,1,1,0,0,0,0,0,0,0,0
14,e7yzus6arti.net,20,0,,2,1,0,45,5,0,0,0,7,1,1859,61240,1,100,1,0,0,0,0,0,1,0,0,0,1
14,1e8xyl00k6.info,23,0,,2,0,0,41,4,0,0,0,1,1,4767,23,1,39,1,0,0,3,0,0,0,0,0,0,1
14,w8i4lm1.com,19,0,,2,0,0,4,0,0,0,1,1,0,2,98074,0,86,1,0,2,5,0,1,1,0,1,0,1
44,cfg7mo.xyz,19,0,,2,1,0,0,0,0,0,0,4,0,2,23,1,57,1,0,1,9,0,0,0,1,1,0,0
80,5k6yy9ofvirr7m.xyz,32,0,,2,1,0,34,4,0,0,0,1,1,67,132786,1,48,0,0,2,0,0,1,1,0,0,0,0
32,k3fwrn.xyz,21,0,,3,1,0,0,0,0,0,0,3,0,1477,37877,1,20,1,0,0,11,0,1,0,1,1,0,1
50,sf7g680dsry.xyz,30,0,,2,1,0,43,0,0,0,0,1,0,5603,23,1,32,1,0,0,12,0,1,1,0,0,0,1
65,ybwmmchc0n.biz,19,0,,2,1,0,35,3,0,0,0,4,1,2,229262,1,0,1,1,0,0,0,1,0,0,0,0,0
27,aix4dfnq.biz,12,0,,3,1,0,10,1,0,0,0,1,1,2426,353012,0,0,0,0,0,0,0,0,1,0,0,0,1
14,i1g7lrq.com,12,0,,2,1,0,38,0,0,0,0,1,0,2,433936,1,68,0,0,0,7,0,1,0,0,0,0,1
62,wm9vu93re5v.xyz,23,0,,2,0,0,46,4,0,0,0,6,1,4929,23,1,100,1,0,0,1,0,0,0,0,0,0,0
38,b4y7kb026qif.com,24,0,,2,0,0,94,0,0,0,0,5,1,2,108921,0,100,1,0,0,7,0,0,1,0,0,0,0
14,c27rfpbq.net,26,0,,3,1,0,19,0,0,0,0,1,1,619,128465,1,80,1,0,1,3,0,0,0,1,0,0,1
57,aswwgzemurnp.org,34,0,,3,1,0,21,6,1,0,0,1,1,2,224976,0,1,1,1,1,7,0,1,0,0,0,0,0
14,eb53btzfv.net,11,0,,3,1,0,25,0,0,0,0,1,0,2156,23,1,10,0,0,0,4,0,1,0,0,1,0,1
14,fm0ica.org,36,0,,3,0,0,10,0,0,0,0,1,1,5792,50418,0,26,1,0,1,0,0,0,0,0,0,0,0
26,cqb82an695ir.net,16,0,,3,1,0,29,17,0,0,1,6,1,815,23,0,0,0,0,0,0,0,0,0,0,0,0,1
20,w28ie9.biz,11,0,,3,1,0,33,4,0,0,0,1,0,1116,23,1,53,1,0,1,0,0,0,1,0,0,0,1
82,ysk33v5.xyz,27,0,,2,1,0,13,8,0,0,0,5,1,2666,23,1,96,1,1,0,5,0,1,1,0,0,0,0
27,jo0vv9ck.com,31,0,,3,1,0,32,5,0,0,0,1,1,3632,5569,1,42,1,1,0,5,0,0,0,0,0,0,1
14,6zq1qoz8nkdk.xyz,17,0,,3,1,0,8,4,0,0,0,3,0,1704,316730,1,69,1,0,3,0,0,0,0,0,0,0,1
63,8kvpu8w1vq3iit0.org,25,0,,2,2,0,38,0,0,0,0,8,1,2,174326,1,65,1,0,0,0,0,0,1,0,1,0,0
14,vx775bgzsj.net,27,0,,2,1,0,53,13,1,0,0,10,1,2,175389,1,71,1,0,0,0,0,1,1,0,0,0,1
37,fpyii0kmbgn1063.biz,6,0,,3,1,0,0,0,0,0,0,4,1,1482,23,1,27,0,1,0,0,0,0,1,0,0,0,1
91,rjdpkuvjbie5.org,34,0,,2,1,0,32,9,0,0,0,1,1,2907,76315,0,96,1,0,0,7,0,0,1,0,0,0,0
81,d40b49.com,13,0,,3,1,0,15,4,1,0,0,2,0,2060,63146,1,28,1,0,0,10,0,0,0,0,0,0,1
14,8nzm3yl8014.info,9,0,,2,0,0,33,1,0,0,0,9,1,2,301452,0,0,0,1,1,3,0,0,1,0,1,0,1
30,tiljp6den0.net,11,0,,2,0,0,28,2,0,0,0,6,1,2,13097,1,43,1,0,0,0,0,0,0,0,0,0,1
14,ynwbvw3gkk6.info,17,0,,2,1,0,28,14,0,0,0,2,0,1005,23,1,0,1,1,3,1,0,1,1,1,1,0,0
68,a9bzfpdq.xyz,25,0,,2,1,0,39,0,0,0,0,6,1,958,23,1,62,0,0,0,4,0,0,1,0,0,0,1
14,y6vpzax2f5k89.com,4,0,,2,1,0,12,0,0,0,0,1,1,3682,203230,1,100,1,0,2,0,0,0,1,0,0,0,1
65,n1ypc41i8.com,33,0,,3,0,0,0,0,0,0,0,4,1,2,70025,0,25,0,0,0,3,0,1,1,1,1,0,0
24,ivazwhotx4.org,29,0,,2,1,0,20,0,0,0,0,4,1,2,23,1,0,1,0,2,0,0,1,1,0,0,0,1
14,d0rnxf934r43n.xyz,14,0,,2,1,0,20,0,0,0,0,1,1,932,83739,0,60,0,0,0,0,0,0,0,0,0,0,0
71,ylbhj24ts.biz,30,0,,2,1,0,68,2,0,0,0,1,1,2,124483,1,100,1,1,0,4,0,0,0,0,1,0,1
14,gkxi6k1kcv.com,17,0,,3,1,0,11,0,1,0,0,1,1,2628,41977,1,67,0,0,0,0,0,0,0,0,0,0,0
14,ijl3j8ujux.xyz,27,0,,2,1,0,21,0,0,0,0,3,1,1845,72445,1,0,1,0,2,0,0,0,0,0,0,0,0
14,l2anylrmlyfy.info,26,0,,2,0,0,29,11,0,0,0,2,1,3247,137082,1,31,1,1,0,5,0,0,0,0,0,0,0
33,ldw89.com,15,0,,2,1,0,23,5,0,0,0,1,0,1553,23,1,44,0,0,0,0,0,0,0,0,1,0,1
14,xc7amn8nbscur.info,31,0,,3,0,0,53,0,0,0,0,4,1,2,23,1,100,0,0,2,2,0,0,1,0,0,0,0
14,o7tzw.net,19,0,,2,1,0,55,0,0,0,0,6,0,4763,23,1,58,0,1,0,3,0,1,1,0,0,0,1
28,8ijum3s1b.info,32,0,,2,1,0,31,4,0,0,0,1,1,2,23,1,44,1,1,0,0,0,1,0,0,0,0,1
45,k35fk7n.xyz,15,0,,3,2,0,59,16,0,0,0,1,1,3856,144558,1,0,0,1,1,9,0,0,0,0,0,0,1
26,g9uuxudmntq9jw.net,22,1,,2,1,0,8,0,0,0,0,1,1,2,23790,1,100,0,0,3,6,0,1,0,0,0,1,1
16,ukwdaoom9qy9iw.biz,17,0,,2,0,0,14,0,0,0,1,1,1,3796,23,1,60,0,1,0,0,0,1,0,0,1,0,0
14,1ggm1jftuqjif.xyz,25,0,,2,0,0,57,10,0,0,0,8,1,2758,157996,1,62,1,0,0,0,0,0,1,0,0,0,1
14,l4v8u5y73c.net,23,0,,2,2,0,3,0,0,0,0,3,1,3178,400101,1,62,1,0,0,0,0,1,0,0,0,0,1
17,nhe4l.xyz,28,0,,2,0,0,0,0,0,0,0,1,1,1736,23,1,83,1,0,3,0,0,1,1,0,0,0,0
19,toq36xypn.biz,25,0,,3,1,0,7,0,0,0,0,1,1,3985,23,0,100,1,0,0,6,0,1,0,0,1,0,1
19,islvy0od4n2jkj.org,28,0,,2,1,0,52,0,0,0,0,2,1,3833,23,1,88,1,0,0,0,0,0,0,0,1,0,1
14,sv8dud3vbmmci.xyz,22,0,,2,0,0,49,4,0,0,0,3,1,2,23,1,38,1,0,1,0,0,1,1,0,0,0,1
90,v6dzc4x.org,16,0,,2,1,0,0,0,0,0,0,5,0,6515,306092,1,12,1,0,0,5,0,0,0,0,0,0,0
21,ntjocti09.biz,22,0,,3,1,0,0,5,0,0,0,6,1,5751,413241,1,18,0,1,0,4,0,1,0,0,0,0,0
83,1ivs62716f.info,35,0,,2,0,0,43,7,0,0,0,3,1,2,388680,1,100,1,1,3,8,0,0,0,0,1,0,0
14,fs1o2e11.org,23,0,,2,2,0,43,10,0,0,0,1,1,2,44579,1,0,1,0,0,0,0,1,0,0,0,0,0
91,mou4h4u5mng.org,21,0,,3,1,0,48,0,0,0,0,7,1,4635,23,1,100,1,1,0,0,0,1,1,0,0,0,0
48,nu9kf9f8ki5bq0g.net,25,0,,2,2,0,13,0,0,0,0,4,1,1925,92729,1,34,0,1,0,0,1,0,1,0,0,0,0
91,0x1wnpzi.xyz,34,0,,3,1,0,5,0,0,0,0,1,1,2985,23,1,78,1,0,0,0,0,1,1,0,1,0,0
88,knrsq.net,20,0,,2,1,0,0,0,0,0,0,1,1,2397,129618,1,0,0,1,0,4,0,1,1,0,1,0,0
22,yso76xd5.biz,22,0,,2,0,0,0,7,0,0,0,1,1,2,23,1,83,1,1,2,8,0,0,1,0,0,0,1
14,7x4c3lk02.biz,17,0,,3,1,0,46,0,0,0,0,1,1,2,19795,1,100,1,0,0,4,0,1,0,0,1,0,1
27,s0xkzcjui5.info,20,0,,3,1,0,45,0,0,0,1,5,1,1831,32225,1,100,1,0,0,0,0,1,0,1,0,0,0
44,fdwsdslwn48.net,22,0,,3,1,0,0,6,0,0,0,1,1,2699,52191,1,15,1,0,4,0,0,0,1,0,0,0,0
14,vzqfbfkf04rjk.org,28,0,,2,1,0,28,2,0,0,0,7,1,494,23,0,11,1,0,0,0,0,1,0,0,1,1,1
23,3yujjmn5lyw9h6a.xyz,9,0,,3,1,0,0,8,0,0,0,1,1,6220,23,0,76,1,0,0,0,0,0,1,0,0,0,1
75,tttgwpxfdv.com,10,0,,3,1,0,34,15,0,0,0,1,1,3142,207387,1,100,1,0,0,1,0,0,0,0,0,0,1
68,28oo5q3jby.xyz,12,0,,2,0,0,29,2,0,0,0,7,1,6387,92107,1,100,0,0,0,0,0,1,1,0,0,0,0
36,po8bbwzgfj5k9q2.net,27,0,,2,0,0,0,0,0,0,0,1,0,6900,23,1,1,1,1,0,0,0,0,0,0,1,0,0
17,7gdpvdga0y1.biz,19,0,,2,1,0,27,7,0,0,0,1,1,5076,262840,1,58,1,1,0,1,0,0,0,0,1,0,1
49,xs4jhml2o.org,29,0,,2,1,0,0,4,0,0,1,3,1,5045,52753,1,64,1,1,0,0,1,0,0,0,1,0,0
20,f8aqa8y9w.info,39,0,,2,1,0,33,9,0,0,0,1,1,2,205582,1,100,0,0,0,2,0,1,0,0,1,0,1
23,nyiapphblejk1e.biz,36,0,,2,1,0,48,7,0,0,0,8,1,2356,227348,1,0,1,1,0,4,0,0,0,0,1,0,1
46,2zk8aueuxlf.net,20,0,,3,0,0,0,9,0,0,1,2,1,39,23,1,68,1,1,0,0,0,0,1,0,0,0,0
14,1s85bepos.xyz,4,0,,2,1,0,82,0,0,0,0,1,1,3021,80946,0,11,0,0,2,2,0,0,0,0,0,0,0
14,0uv69o6df.biz,22,0,,2,0,0,30,0,0,0,0,3,0,1417,23,1,0,0,1,0,9,0,0,1,0,1,0,0
95,zo704m4q7xm.info,40,0,,2,1,0,0,3,0,0,0,1,1,2,23,1,21,1,0,3,0,0,1,0,1,0,0,0
47,w8k01fblrifmo.info,18,0,,2,1,0,64,16,0,0,0,3,1,6109,203530,1,33,0,0,0,3,0,0,0,0,0,0,0
88,4opd1ml.biz,11,0,,3,1,0,42,0,0,0,0,1,0,2,103925,1,16,1,0,0,1,0,0,0,0,0,0,1
108,0tp8z64rqb.xyz,29,0,,2,1,0,23,6,0,0,0,1,1,1226,53793,1,28,1,0,3,7,0,0,1,0,0,0,1
16,lzbgfh.net,37,0,,2,0,0,2,1,0,0,0,3,1,1218,260016,1,0,0,0,3,4,0,1,0,0,0,0,0
62,tnl41ds.org,31,0,,2,2,0,0,2,0,0,0,8,1,3170,17762,0,100,1,1,0,1,1,0,0,0,1,0,0
66,f2lyel2zb.biz,28,0,,2,2,0,0,2,0,0,0,1,1,5064,23,1,47,0,0,0,0,0,1,0,0,0,0,0
39,hzbv0isp0.org,6,0,,3,1,0,28,0,0,0,0,1,0,1740,23,1,100,1,1,0,0,0,0,1,0,1,1,1
27,mzy401u9v35wcrr.biz,20,0,,2,0,0,23,0,1,0,0,4,0,2,23,1,31,1,1,0,4,0,0,1,1,0,0,0
25,dv2a3z3.net,26,0,,2,1,0,14,0,0,0,0,2,1,555,50473,0,92,0,0,0,0,0,0,1,0,1,0,0
85,8cbz2e.org,32,0,,2,0,0,0,11,0,0,0,1,1,420,44836,1,24,1,1,0,0,0,0,0,0,1,0,0
55,174wl3gecu.biz,14,0,,3,0,0,51,0,0,0,0,2,1,2687,162735,1,0,1,0,0,8,0,0,1,0,1,0,1
14,58xfw.info,4,0,,2,0,0,22,16,0,0,0,1,1,3038,23,1,81,0,1,2,0,0,1,0,1,0,0,1
20,h16l7iohu5u.biz,12,0,,2,1,0,0,0,0,0,0,1,1,2,47126,1,0,0,0,1,0,0,0,1,0,0,0,1
57,ejbup7.biz,18,0,,2,1,0,22,1,0,0,0,1,1,4027,23,1,79,1,1,1,0,0,1,0,0,0,0,1
21,3afjefcmkq16qpn.xyz,22,0,,3,2,0,29,0,0,0,0,1,1,1521,157139,1,50,0,1,4,12,0,0,1,0,0,0,1
23,l174a93a.net,18,0,,3,0,0,23,0,0,0,0,6,1,6488,69922,1,12,1,0,0,0,0,1,0,0,1,0,1
14,zn364p.biz,22,0,,2,1,0,30,0,0,0,0,2,1,2,23,1,13,1,1,0,0,0,1,0,0,0,0,1
37,p7nds1jmror6p.org,19,0,,2,1,0,22,8,0,0,0,1,1,1629,37225,1,64,1,0,0,5,0,1,0,0,0,0,1
15,bj9cox.biz,31,0,,2,1,0,0,5,0,0,0,1,1,574,23,1,24,1,0,1,0,0,0,0,0,0,0,1
27,hij9uk0ap5n.info,21,0,,2,0,0,60,11,0,0,0,1,1,1260,79234,1,72,0,0,2,5,0,1,1,0,1,0,0
14,yytw5exb7syoro9.org,4,0,,2,0,0,17,3,0,0,0,1,1,2,212477,0,100,0,0,0,4,0,0,0,0,0,0,1
94,9f4x0x6a76.info,14,0,,2,1,0,0,5,0,0,0,3,0,2,176893,1,84,1,0,2,0,0,1,0,0,0,0,1
14,3wbsrv5tj5.com,17,0,,3,1,0,41,6,0,0,0,1,1,2,23,0,100,1,0,0,10,0,0,1,0,0,0,0
14,soqjhas2sdv.org,28,0,,2,1,0,10,9,0,0,0,5,0,4847,246157,0,99,1,0,1,3,0,1,1,0,0,0,1
69,6yg87hyzbxkou9q.xyz,25,0,,2,1,0,26,6,0,0,0,1,1,2470,71568,1,0,1,1,0,6,1,0,1,0,0,0,1
74,o03dw5o2gq.net,26,0,,4,0,0,19,0,0,0,1,4,1,3653,3253,1,100,0,0,2,2,0,0,1,0,0,0,1
14,c2rf0tn.com,22,0,,2,0,0,32,7,0,0,0,2,1,2292,96594,1,0,1,0,0,3,0,0,0,0,0,0,1
14,gpuzppgc7l4jxy5.org,27,0,,2,0,0,0,0,0,0,0,3,0,1839,179258,1,26,1,1,0,0,0,0,0,0,0,0,0
20,d6xc36x593e.xyz,28,0,,2,0,0,9,0,0,0,0,3,1,2,23,1,0,1,0,1,0,0,1,0,0,0,0,0
44,stvbwwko.xyz,12,0,,2,1,0,0,1,0,0,0,1,1,1077,23,1,0,1,0,0,7,0,0,0,0,1,0,1
14,4nvgqio5bpk.org,31,0,,2,1,0,29,0,0,0,0,1,0,2,15080,1,47,1,1,1,0,0,0,0,0,1,0,0
14,k1tantcaanr6ee.org,39,0,,3,1,0,40,4,0,0,0,2,1,3810,23,1,35,1,0,1,0,0,0,1,0,0,0,0
14,7utaq3d8u0.net,17,0,,3,0,0,8,3,0,0,0,2,1,7853,23,1,0,1,0,0,0,0,0,0,0,0,0,1
18,7ghwemjc80y4jil.com,22,0,,3,0,0,0,14,1,0,0,1,1,2,34608,1,71,0,0,3,3,0,1,1,0,0,0,0
15,za03z7.com,30,0,,2,0,0,20,10,0,0,0,1,1,390,72828,1,75,0,0,0,4,0,1,0,0,0,0,1
49,p6v0od.net,27,0,,3,1,0,55,1,0,0,0,1,1,3003,23,1,91,1,0,5,0,0,1,0,0,0,0,0
44,5onkw6au.net,8,0,,2,1,0,54,0,0,0,1,1,0,3019,182113,1,100,0,0,0,0,0,1,1,0,0,0,1
14,8xyqr3iuuae5j.org,13,0,,2,0,0,7,2,0,0,0,2,1,2,132539,1,64,0,1,0,0,0,1,1,1,0,0,1
73,ouc4y5havk.com,32,0,,2,1,0,0,0,0,0,0,2,0,5963,40150,1,0,0,0,1,0,0,0,0,0,1,1,0
14,g1zsd.com,41,0,,2,0,0,19,6,0,0,0,1,1,328,23,1,52,1,0,0,6,0,1,0,0,0,0,1
19,2rr8bpoi.org,15,0,,2,1,0,74,0,0,0,0,10,0,2,337086,1,84,0,1,0,0,0,1,1,0,0,0,1
119,0yid9su49.net,13,0,,3,2,0,0,9,0,0,1,5,1,3116,350604,0,3,1,0,2,2,0,1,0,0,0,0,0
14,ppg15.xyz,15,0,,2,2,0,10,1,0,0,0,1,1,980,3828,1,0,1,1,0,2,0,0,1,0,0,0,1
16,vmc2lk.info,33,0,,3,1,0,44,6,0,0,0,5,1,5560,86250,1,100,1,1,3,0,0,0,0,0,0,0,1
24,9kmqt3cqpfalj.info,14,0,,3,1,0,31,6,0,0,0,1,1,2,333104,1,100,1,1,1,0,0,0,1,0,0,0,1
14,wueyv.xyz,22,0,,2,1,0,3,4,0,0,1,1,0,3435,649991,1,40,1,0,3,0,0,1,1,0,1,0,0
58,flzcb3hdajbg.xyz,23,0,,2,1,0,11,3,0,0,0,2,1,2035,54839,1,63,1,0,2,13,0,0,1,1,1,0,1
16,a2dktik.xyz,14,0,,3,1,0,49,2,0,0,0,1,1,1537,23,1,2,0,1,2,6,0,1,0,0,0,0,1
14,r678c3o2i.org,27,0,,2,1,0,62,5,0,0,0,1,1,3988,132246,1,76,1,1,0,0,0,0,0,0,1,0,1
14,u90h3d29ssxb5.biz,17,0,,2,1,0,20,0,0,0,0,5,1,2,23,1,21,0,1,0,4,0,0,0,0,1,0,0
39,dd4vex3t.xyz,11,0,,2,0,0,9,0,1,0,0,1,1,2,379954,1,77,1,1,1,0,0,1,1,1,0,0,0
41,unjx2wuiqx.com,16,0,,2,0,0,32,5,0,0,0,5,1,2,23,1,100,1,0,0,0,0,0,1,0,0,0,1
30,1gorpvi.info,17,0,,3,1,0,43,4,0,0,0,6,1,4255,23,1,92,0,1,0,0,0,0,1,0,0,0,0
18,txl9dza2oigdb.xyz,14,0,,3,1,0,2,11,0,0,0,3,1,2369,221583,1,35,1,1,0,3,0,0,1,0,1,0,1
14,tjas18wj.org,16,0,,2,1,0,36,19,0,0,0,4,1,2,23,1,100,0,1,1,7,0,0,0,0,1,0,1
21,nsx28ec6h.org,26,0,,2,1,0,37,1,0,0,0,5,1,1741,575389,1,86,1,0,1,4,0,0,0,0,0,0,1
35,03yrhxkvfdw.info,38,0,,2,1,0,28,9,0,0,0,4,1,2,23,1,80,0,0,2,0,0,1,1,1,1,0,0
14,klaeyzvbhh.biz,17,0,,3,1,0,32,0,1,0,0,1,0,2231,23,0,62,1,0,0,8,0,0,0,0,0,0,1
14,bg8r09jq.com,46,0,,3,1,0,0,11,0,0,0,1,1,7144,124610,1,78,1,1,0,9,0,0,0,1,0,0,0
78,dtzmdaj.biz,47,0,,3,1,0,3,6,0,0,0,1,1,310,82695,1,100,0,0,0,3,0,1,0,0,0,0,1
69,00tyhcsjc7.info,24,0,,3,0,0,43,8,0,0,0,1,1,358,23,1,0,1,1,0,0,0,0,0,0,0,0,0
85,nyv6jhcs.net,16,0,,3,2,0,56,10,0,0,0,2,1,2,50185,1,100,0,1,0,2,0,1,0,0,0,0,1
66,ohbf1y9v.net,16,0,,2,2,0,1,0,0,0,0,1,1,3076,199471,1,88,1,1,0,5,0,0,0,0,0,0,1
31,rcrfni85tdiwq4.com,45,0,,2,0,0,21,0,0,0,0,1,1,2614,23,1,64,1,0,0,0,0,0,0,0,0,0,1
14,w9id7c24bjdgv9.com,25,0,,3,2,0,47,0,0,0,0,1,1,3209,23,1,100,0,1,0,0,0,1,0,0,0,0,1
14,akwko8.net,30,0,,2,2,0,24,0,0,0,0,5,1,3684,199333,1,58,1,0,0,0,0,1,1,0,0,0,1
83,lcd7libc6z.biz,28,0,,2,1,0,15,1,0,0,0,6,1,1247,23,0,96,1,0,0,0,0,0,0,0,0,1,1
16,h9f9cgy49qadd2.com,21,0,,2,2,0,18,3,0,0,0,1,1,2,106354,1,64,0,1,3,3,0,1,0,1,1,0,1
57,h8ack855wx.info,27,0,,3,1,0,51,1,1,0,0,2,1,2079,89452,1,100,1,0,1,1,0,1,0,0,0,0,0
47,g37m27tw.org,28,0,,2,0,0,19,0,0,0,0,1,0,178,51300,1,32,1,1,4,0,0,1,0,0,0,0,1
24,qu9ygia77gy.net,15,0,,3,1,0,2,6,0,0,0,1,1,2,14362,1,27,1,0,2,9,0,0,0,0,1,0,1
40,jfyq3.biz,8,0,,2,0,0,62,4,0,0,0,1,1,2,23,0,0,1,0,0,0,0,1,1,0,0,0,0
63,v2ixp0f29gxg.xyz,13,0,,2,2,0,57,8,0,0,0,4,0,2037,89167,1,0,1,0,0,0,0,1,0,0,0,0,0
27,36q1uykis.net,24,0,,3,0,0,34,4,0,0,0,1,1,3941,23,1,13,1,0,0,1,0,1,0,0,0,0,0
16,c4l4me6.net,26,0,,4,1,0,29,0,0,0,0,5,0,2,21202,1,0,1,1,0,5,0,1,0,0,0,0,1
14,4mu631.info,37,0,,3,1,0,0,9,0,0,0,2,1,2640,23,0,54,1,1,0,4,0,1,1,0,0,0,1
76,kqow1194.info,32,0,,2,2,0,0,0,0,0,0,1,1,2,141385,1,32,1,0,0,3,0,0,0,0,0,1,1
78,7wtshaswrhctoev.com,33,0,,3,1,0,24,11,0,0,0,1,1,3681,23,1,13,1,1,0,7,0,0,0,0,1,0,0
72,xw27jqqena.biz,21,0,,2,0,0,18,9,1,0,0,5,1,2902,228135,0,100,0,1,3,0,0,1,0,0,0,0,1
38,wl43jdolzze64pw.net,4,0,,2,0,0,32,0,0,0,0,1,0,2,23,0,100,0,0,0,0,0,0,1,1,0,0,1
14,kejkd64p2.org,27,0,,3,1,0,41,12,0,0,1,1,1,1275,39481,1,12,1,1,4,4,0,0,0,0,1,0,1
14,lzf951dj3zr6g.biz,10,0,,2,0,0,33,0,0,0,0,4,1,4476,23,1,100,1,0,0,0,0,0,0,0,0,0,1
51,yx6hgaakd9u848.com,20,0,,2,0,0,21,14,0,0,0,1,1,2,23,1,100,1,0,0,4,0,1,0,0,1,0,1
25,sbz4pyjamd2.info,13,0,,2,0,0,13,7,0,0,0,4,1,953,132845,1,100,0,1,0,0,0,0,0,1,1,0,1
14,2cq9oo9.xyz,13,0,,3,1,0,0,10,0,0,0,7,1,1380,98687,1,7,1,1,0,0,0,1,0,0,0,0,1
84,bp5p68d8m3g.com,4,0,,2,0,0,0,15,0,0,0,1,1,446,23,1,28,1,0,0,3,0,1,0,0,0,0,0
45,o22ly2a8x6f3m.info,25,0,,2,0,0,2,0,0,0,0,1,1,3151,23,1,37,1,0,0,3,0,0,0,0,0,0,0
55,s124yq.com,22,0,,2,0,0,36,3,0,0,0,1,1,5697,23,1,100,0,1,4,1,0,0,1,1,0,0,1
67,ogphd.biz,26,0,,2,1,0,8,19,0,0,0,1,1,1189,113733,0,100,0,0,0,1,0,0,0,0,0,0,0
43,ot6f6.info,19,0,,3,1,0,0,0,0,0,1,8,1,2,23,0,35,1,0,0,2,0,0,1,0,0,0,1
37,9qseb8.org,10,0,,2,0,0,0,14,0,0,0,5,1,3290,205425,1,50,0,1,0,4,0,1,1,0,1,0,1
14,i9bohg6z7.biz,13,0,,2,1,0,6,7,0,0,0,1,1,2,23,1,31,1,1,1,0,0,0,0,0,0,0,0
27,047f08hzi.biz,19,0,,3,0,0,0,0,0,0,0,1,0,7882,23,1,0,0,0,0,0,1,0,0,0,0,0,1
59,dkrccis.info,23,0,,2,1,0,21,5,0,0,0,1,1,1119,342357,1,100,1,1,0,2,0,0,1,0,0,0,0
14,gmfbt31da.org,21,0,,2,1,0,32,3,0,0,1,1,1,2,23,1,47,1,0,0,6,0,0,0,0,0,0,0
16,ocpqt3ha2eio.biz,17,0,,3,0,0,0,13,1,0,0,4,0,2,23,1,36,1,0,0,0,0,1,0,1,1,0,1
46,1tfk59qy.org,16,0,,3,0,0,10,1,0,0,0,1,1,123,23,1,0,0,0,0,3,0,0,0,1,1,0,0
14,2mk20z8zo.biz,22,0,,2,1,0,13,0,0,0,0,1,0,2552,23,1,100,0,0,0,7,0,0,1,1,0,0,0
14,grfb4f.org,18,0,,2,1,0,3,14,0,0,0,7,1,465,221923,1,27,1,1,1,9,0,0,0,0,0,0,1
46,qllxgmfxgtdpx5.org,18,0,,3,1,0,30,0,0,0,0,4,0,2,122172,0,31,1,0,2,0,0,0,0,0,1,0,1
